2020-04-30;63616
2020-04-29;63616
2020-04-28;63616
2020-04-27;63616
2020-04-26;63616
2020-04-25;63604
2020-04-24;63593
2020-04-23;63569
2020-04-22;63519
2020-04-21;63514
2020-04-20;63511
2020-04-19;63507
2020-04-18;63494
2020-04-17;63487
2020-04-16;64435
2020-04-15;64402
2020-04-14;64363
2020-04-13;64338
2020-04-12;64281
2020-04-11;64264
2020-04-10;64236
2020-04-09;64187
2020-04-08;64142
2020-04-07;64073
2020-04-06;64014
2020-04-05;63945
2020-04-04;63762
2020-04-03;63612
2020-04-02;63471
2020-04-01;63326
2020-03-31;63153
2020-03-30;62889
2020-03-29;62570
2020-03-28;62098
2020-03-27;61732
2020-03-26;61201
2020-03-25;60811
2020-03-24;60324
2020-03-23;59879
2020-03-22;59433
2020-03-21;58946
2020-03-20;58382
2020-03-19;57682
2020-03-18;56927
2020-03-17;56003
2020-03-16;55142
2020-03-15;54288
2020-03-14;52960
2020-03-13;51553
2020-03-12;50318
2020-03-11;49134
2020-03-10;47743
2020-03-09;46488
2020-03-08;45235
2020-03-07;43500
2020-03-06;42033
2020-03-05;40592
2020-03-04;38557
2020-03-03;36208
2020-03-02;33934
2020-03-01;31536
2020-02-29;28993
2020-02-28;26403
2020-02-27;23383
2020-02-26;20969
2020-02-25;18971
2020-02-24;16748
2020-02-23;15343
2020-02-22;15299
2020-02-21;11881
2020-02-20;11788
2020-02-19;10337
2020-02-18;9128
2020-02-17;7862
2020-02-16;6639
2020-02-15;5623
2020-02-14;4774
2020-02-13;3459
2020-02-12;2686
2020-02-11;2639
2020-02-10;2222
2020-02-09;1795
2020-02-08;1439
2020-02-07;1115
2020-02-06;817
2020-02-05;633
2020-02-04;522
2020-02-03;386
2020-02-02;295
2020-02-01;168
2020-01-31;141
2020-01-30;90
2020-01-29;88
2020-01-28;80
2020-01-27;45
2020-01-26;42
2020-01-25;32
2020-01-24;31
2020-01-23;28
2020-01-22;28
